patent_id,cpc_sequence,cpc_section,cpc_class,cpc_subclass,cpc_group,cpc_type
11113800,6,G,G06,G06T,G06T11/60,inventional
11113800,7,G,G06,G06V,G06V10/955,inventional
11113800,8,G,G06,G06V,G06V30/19173,inventional
11113800,9,G,G06,G06V,G06V30/194,inventional
11113800,10,G,G06,G06T,G06T2207/10016,additional
11113800,11,G,G06,G06T,G06T2207/10024,additional
11113800,12,G,G06,G06T,G06T2207/10028,additional
11113800,13,G,G06,G06T,G06T2207/20081,additional
11113800,14,G,G06,G06T,G06T2207/20084,additional
11113800,15,G,G06,G06T,G06T2207/20182,additional
11113819,0,G,G06,G06T,G06T7/13,inventional
11113819,1,G,G06,G06T,G06T7/73,inventional
11113819,2,G,G06,G06T,G06T19/006,inventional
11113819,3,G,G06,G06T,G06T2207/10024,additional
11113819,4,G,G06,G06T,G06T2207/20164,additional
11113819,5,G,G06,G06T,G06T2207/30204,additional
11162788,0,G,G06,G06T,G06T17/05,inventional
11162788,1,B,B60,B60W,B60W40/06,inventional
11162788,2,G,G01,G01C,G01C11/06,inventional
11162788,3,G,G01,G01C,G01C11/12,inventional
11162788,4,G,G01,G01C,G01C11/30,inventional
11162788,5,G,G01,G01C,G01C21/005,inventional
11162788,6,G,G01,G01C,G01C21/3602,inventional
11162788,7,G,G01,G01C,G01C21/3635,inventional
11162788,8,G,G01,G01C,G01C21/3694,inventional
11162788,9,G,G01,G01C,G01C21/3848,inventional
11162788,10,G,G01,G01C,G01C21/3867,inventional
11162788,11,G,G01,G01S,G01S19/42,inventional
11162788,12,G,G05,G05D,G05D1/0246,inventional
11162788,13,G,G05,G05D,G05D1/249,inventional
11162788,14,G,G06,G06T,G06T7/11,inventional
11162788,15,G,G06,G06T,G06T7/246,inventional
11162788,16,G,G06,G06T,G06T7/248,inventional
11162788,17,G,G06,G06T,G06T7/55,inventional
11162788,18,G,G06,G06T,G06T7/593,inventional
11162788,19,G,G06,G06T,G06T7/68,inventional
11162788,20,G,G06,G06T,G06T7/70,inventional
11162788,21,G,G06,G06T,G06T7/73,inventional
11162788,22,G,G06,G06T,G06T7/74,inventional
11162788,23,G,G06,G06T,G06T17/20,inventional
11162788,24,G,G06,G06V,G06V10/462,inventional
11162788,25,G,G06,G06V,G06V10/758,inventional
11162788,26,G,G06,G06V,G06V20/56,inventional
11162788,27,G,G06,G06V,G06V20/58,inventional
11162788,28,G,G06,G06V,G06V20/588,inventional
11162788,29,G,G08,G08G,G08G1/20,inventional
11162788,30,B,B60,B60W,B60W2552/00,additional
11162788,31,B,B60,B60W,B60W2552/53,additional
11162788,32,G,G01,G01S,G01S17/89,additional
11162788,33,G,G01,G01S,G01S19/46,additional
11162788,34,G,G01,G01S,G01S19/47,additional
11162788,35,G,G06,G06T,G06T2200/04,additional
11162788,36,G,G06,G06T,G06T2207/10021,additional
11162788,37,G,G06,G06T,G06T2207/10028,additional
11162788,38,G,G06,G06T,G06T2207/20048,additional
11162788,39,G,G06,G06T,G06T2207/30252,additional
11162788,40,G,G06,G06T,G06T2207/30256,additional
11162788,41,G,G06,G06T,G06T2210/56,additional
11162788,42,G,G06,G06T,G06T2215/12,additional
10843084,0,A,A63,A63F,A63F13/77,inventional
10843084,1,A,A63,A63F,A63F13/85,inventional
11113861,0,G,G06,G06N,G06N3/006,inventional
11113861,1,G,G06,G06T,G06T13/80,inventional
11113861,2,G,G06,G06N,G06N3/04,inventional
11113861,3,G,G06,G06N,G06N3/045,inventional
11113861,4,G,G06,G06N,G06N3/08,inventional
11113861,5,G,G06,G06N,G06N3/084,inventional
11113861,6,G,G06,G06T,G06T1/20,inventional
11113861,7,G,G06,G06T,G06T7/248,inventional
11113861,8,G,G06,G06T,G06T2207/10016,additional
11113861,9,G,G06,G06T,G06T2207/20084,additional
11023732,0,A,A63,A63F,A63F13/352,inventional
11023732,1,A,A63,A63F,A63F13/44,inventional
11023732,2,A,A63,A63F,A63F13/67,inventional
11023732,3,A,A63,A63F,A63F13/86,inventional
11023732,4,G,G06,G06F,G06F18/23,inventional
11023732,5,G,G06,G06F,G06F18/2321,inventional
11023732,6,G,G06,G06N,G06N3/045,inventional
11023732,7,G,G06,G06N,G06N3/08,inventional
11023732,8,G,G06,G06N,G06N3/088,inventional
11023732,9,G,G06,G06V,G06V10/763,inventional
11023732,10,G,G06,G06V,G06V10/764,inventional
11023732,11,G,G06,G06V,G06V10/82,inventional
11023732,12,G,G06,G06V,G06V20/41,inventional
11023732,13,G,G06,G06V,G06V20/46,inventional
11023732,14,G,G06,G06V,G06V20/47,inventional
11163303,0,G,G05,G05D,G05D1/0088,inventional
11163303,1,B,B60,B60R,B60R16/0231,inventional
11163303,2,B,B60,B60W,B60W50/023,inventional
11163303,3,G,G05,G05B,G05B9/03,inventional
11163303,4,G,G05,G05D,G05D1/0242,inventional
11163303,5,G,G05,G05D,G05D1/0246,inventional
11163303,6,G,G05,G05D,G05D1/0255,inventional
11163303,7,G,G05,G05D,G05D1/0257,inventional
11163303,8,G,G05,G05D,G05D1/0278,inventional
11163303,9,G,G05,G05D,G05D1/2244,inventional
11163303,10,G,G05,G05D,G05D1/2247,inventional
11163303,11,G,G05,G05D,G05D1/228,inventional
11163303,12,G,G05,G05D,G05D1/243,inventional
11163303,13,G,G05,G05D,G05D1/247,inventional
11163303,14,G,G05,G05D,G05D1/248,inventional
11163303,15,H,H04,H04N,H04N7/102,inventional
11163303,16,H,H04,H04N,H04N7/181,inventional
11163859,0,G,G06,G06F,G06F21/125,inventional
11163859,1,G,G06,G06F,G06F21/126,inventional
11163859,2,G,G06,G06F,G06F21/53,inventional
11163859,3,G,G06,G06F,G06F21/602,inventional
11163859,4,G,G06,G06F,G06F21/74,inventional
11163859,5,G,G06,G06F,G06F21/1064,additional
11163859,6,G,G06,G06F,G06F2221/2105,additional
11163859,7,G,G06,G06F,G06F2221/2149,additional
10935788,0,G,G02,G02B,G02B27/017,inventional
10935788,1,H,H04,H04N,H04N13/156,inventional
10935788,2,H,H04,H04N,H04N13/261,inventional
10935788,3,H,H04,H04N,H04N13/279,inventional
10935788,4,G,G02,G02B,G02B2027/0134,additional
10798457,0,H,H04,H04N,H04N21/4781,inventional
10798457,1,A,A63,A63F,A63F13/48,inventional
10798457,2,A,A63,A63F,A63F13/88,inventional
10798457,3,H,H04,H04N,H04N21/4384,inventional
11164360,0,G,G06,G06T,G06T15/06,inventional
11164360,1,G,G06,G06T,G06T1/20,inventional
11164360,2,G,G06,G06T,G06T15/005,inventional
11164360,3,G,G06,G06T,G06T2210/21,additional
11164372,0,G,G06,G06T,G06T17/20,inventional
11164372,1,G,G06,G06T,G06T1/20,inventional
11164372,2,G,G06,G06T,G06T11/203,inventional
10977037,0,G,G06,G06F,G06F9/3009,inventional
10977037,1,G,G06,G06F,G06F9/30087,inventional
10977037,2,G,G06,G06F,G06F9/3851,inventional
10977037,3,G,G06,G06F,G06F9/3888,inventional
10977037,4,G,G06,G06F,G06F9/46,inventional
10977037,5,G,G06,G06F,G06F9/522,inventional
11301697,0,G,G06,G06T,G06T7/20,inventional
11301697,1,G,G06,G06V,G06V20/58,inventional
11301697,2,G,G01,G01S,G01S17/58,inventional
11301697,3,G,G01,G01S,G01S17/89,inventional
11301697,4,G,G01,G01S,G01S17/931,inventional
11301697,5,G,G06,G06T,G06T7/30,inventional
11301697,6,G,G06,G06T,G06T7/521,inventional
11301697,7,G,G06,G06T,G06T11/001,inventional
11301697,8,G,G06,G06T,G06T15/04,inventional
11301697,9,G,G06,G06V,G06V20/56,inventional
11301697,10,G,G06,G06V,G06V20/582,inventional
11301697,11,G,G06,G06V,G06V20/584,inventional
11301697,12,G,G06,G06T,G06T2207/10028,additional
11301697,13,G,G06,G06T,G06T2207/30241,additional
11301697,14,G,G06,G06V,G06V2201/12,additional
11165394,0,H,H03,H03F,H03F1/086,inventional
11165394,1,H,H03,H03F,H03F1/0272,inventional
11165394,2,H,H03,H03F,H03F1/26,inventional
11165394,3,H,H03,H03F,H03F3/082,inventional
11165394,4,H,H04,H04B,H04B10/693,inventional
11165394,5,H,H03,H03F,H03F2200/372,additional
11074717,0,G,G06,G06T,G06T7/74,inventional
11074717,1,G,G06,G06N,G06N3/045,inventional
11074717,2,G,G06,G06N,G06N3/08,inventional
11074717,3,G,G06,G06T,G06T7/73,inventional
11074717,4,G,G06,G06N,G06N3/047,additional
11074717,5,G,G06,G06N,G06N3/048,additional
11074717,6,G,G06,G06T,G06T2207/20081,additional
11074717,7,G,G06,G06T,G06T2207/20084,additional
11209548,0,G,G01,G01S,G01S17/89,inventional
11209548,1,G,G01,G01C,G01C21/30,inventional
11209548,2,G,G01,G01C,G01C21/3841,inventional
11209548,3,G,G01,G01C,G01C21/3848,inventional
11209548,4,G,G01,G01C,G01C21/3867,inventional
11209548,5,G,G01,G01C,G01C21/3874,inventional
11209548,6,G,G01,G01S,G01S17/86,inventional
11209548,7,G,G01,G01S,G01S17/90,inventional
11209548,8,G,G01,G01S,G01S17/931,inventional
11209548,9,G,G06,G06T,G06T9/001,inventional
11209548,10,G,G06,G06T,G06T9/20,inventional
11209548,11,G,G06,G06V,G06V20/582,inventional
11209548,12,G,G06,G06V,G06V20/584,inventional
11209548,13,G,G06,G06V,G06V20/588,inventional
11209548,14,H,H04,H04N,H04N19/17,inventional
11209548,15,B,B60,B60R,B60R11/04,additional
11209548,16,G,G01,G01C,G01C11/025,additional
11209548,17,G,G05,G05D,G05D1/0274,additional
11209548,18,G,G05,G05D,G05D1/246,additional
11209548,19,G,G06,G06F,G06F16/1744,additional
11074871,0,G,G09,G09G,G09G3/342,inventional
11074871,1,G,G09,G09G,G09G3/2096,inventional
11074871,2,G,G09,G09G,G09G3/3426,inventional
11074871,3,G,G09,G09G,G09G3/36,inventional
11074871,4,G,G09,G09G,G09G2320/0252,additional
11074871,5,G,G09,G09G,G09G2320/0646,additional
11074871,6,G,G09,G09G,G09G2360/141,additional
11074871,7,G,G09,G09G,G09G2360/145,additional
11074871,8,G,G09,G09G,G09G2360/16,additional
11302056,0,G,G06,G06T,G06T15/06,inventional
11302056,1,G,G06,G06N,G06N3/02,inventional
11302056,2,G,G06,G06T,G06T15/005,inventional
11302068,0,G,G06,G06T,G06T15/60,inventional
11302068,1,G,G06,G06T,G06T15/06,inventional
11302068,2,G,G06,G06T,G06T15/80,inventional
11302068,3,G,G06,G06T,G06T19/20,inventional
11302068,4,G,G06,G06T,G06T2215/12,additional
11302068,5,G,G06,G06T,G06T2219/2012,additional
10845834,0,G,G05,G05F,G05F1/575,inventional
10845834,1,G,G05,G05F,G05F1/467,inventional
10845834,2,H,H03,H03F,H03F3/45183,inventional
10845834,3,H,H03,H03F,H03F3/45475,inventional
11165848,0,H,H04,H04L,H04L65/80,inventional
11165848,1,H,H04,H04N,H04N21/8547,inventional
11165848,2,H,H04,H04L,H04L65/612,inventional
11165848,3,H,H04,H04L,H04L65/70,inventional
11165848,4,H,H04,H04N,H04N19/115,inventional
11165848,5,H,H04,H04N,H04N19/154,inventional
11165848,6,H,H04,H04N,H04N19/177,inventional
11165848,7,H,H04,H04N,H04N21/2401,inventional
11165848,8,H,H04,H04N,H04N21/266,inventional
11165848,9,H,H04,H04N,H04N21/6377,inventional
11165848,10,H,H04,H04N,H04N21/64738,inventional
11210253,0,G,G06,G06F,G06F13/404,inventional
11210253,1,G,G06,G06F,G06F12/123,inventional
11210253,2,G,G06,G06F,G06F12/0806,additional
11210253,3,G,G06,G06F,G06F12/0864,additional
11210253,4,G,G06,G06F,G06F12/0875,additional
11210253,5,G,G06,G06F,G06F2212/1016,additional
11210253,6,G,G06,G06F,G06F2212/1041,additional
11210537,0,G,G01,G01S,G01S7/417,inventional
11210537,1,B,B60,B60W,B60W50/00,inventional
11210537,2,G,G05,G05D,G05D1/00,inventional
11210537,3,G,G05,G05D,G05D1/0246,inventional
11210537,4,G,G05,G05D,G05D1/249,inventional
11210537,5,G,G06,G06F,G06F16/35,inventional
11210537,6,G,G06,G06F,G06F18/214,inventional
11210537,7,G,G06,G06F,G06F18/217,inventional
11210537,8,G,G06,G06F,G06F18/23,inventional
11210537,9,G,G06,G06F,G06F18/2414,inventional
11210537,10,G,G06,G06N,G06N3/044,inventional
11210537,11,G,G06,G06N,G06N3/045,inventional
11210537,12,G,G06,G06N,G06N3/084,inventional
11210537,13,G,G06,G06N,G06N20/00,inventional
11210537,14,G,G06,G06V,G06V10/255,inventional
11210537,15,G,G06,G06V,G06V10/454,inventional
11210537,16,G,G06,G06V,G06V10/46,inventional
11210537,17,G,G06,G06V,G06V10/762,inventional
11210537,18,G,G06,G06V,G06V10/764,inventional
11210537,19,G,G06,G06V,G06V10/7715,inventional
11210537,20,G,G06,G06V,G06V10/774,inventional
11210537,21,G,G06,G06V,G06V20/58,inventional
11210537,22,G,G06,G06V,G06V20/584,inventional
11210537,23,G,G01,G01S,G01S7/412,additional
11210537,24,G,G01,G01S,G01S7/4802,additional
11210537,25,G,G01,G01S,G01S13/867,additional
11210537,26,G,G01,G01S,G01S17/931,additional
11210537,27,G,G01,G01S,G01S2013/9318,additional
11210537,28,G,G01,G01S,G01S2013/9323,additional
11210537,29,G,G06,G06N,G06N3/047,additional
11210537,30,G,G06,G06N,G06N3/048,additional
10890620,0,G,G01,G01R,G01R31/3177,inventional
10890620,1,G,G01,G01R,G01R31/318555,inventional
10890620,2,G,G01,G01R,G01R31/318547,inventional
10890620,3,G,G01,G01R,G01R31/318566,inventional
11027199,0,A,A63,A63F,A63F13/355,inventional
11027199,1,A,A63,A63F,A63F13/235,inventional
11027199,2,A,A63,A63F,A63F13/285,inventional
11027199,3,A,A63,A63F,A63F13/327,inventional
11027199,4,A,A63,A63F,A63F13/424,inventional
11027199,5,G,G06,G06F,G06F21/32,inventional
11027199,6,A,A63,A63F,A63F2300/406,additional
10891538,0,G,G06,G06N,G06N3/042,inventional
10891538,1,G,G06,G06F,G06F7/5443,inventional
10891538,2,G,G06,G06F,G06F9/3001,inventional
10891538,3,G,G06,G06F,G06F9/30018,inventional
10891538,4,G,G06,G06F,G06F9/30025,inventional
10891538,5,G,G06,G06F,G06F9/30036,inventional
10891538,6,G,G06,G06F,G06F9/3851,inventional
10891538,7,G,G06,G06F,G06F9/3887,inventional
10891538,8,G,G06,G06F,G06F9/3888,inventional
10891538,9,G,G06,G06F,G06F17/11,inventional
10891538,10,G,G06,G06N,G06N3/045,inventional
10891538,11,G,G06,G06N,G06N3/048,inventional
10891538,12,G,G06,G06N,G06N3/063,inventional
10891538,13,G,G06,G06N,G06N3/082,inventional
10891538,14,G,G06,G06F,G06F9/28,additional
10891538,15,G,G06,G06F,G06F9/3555,additional
10891538,16,G,G06,G06F,G06F17/16,additional
10891538,17,G,G06,G06F,G06F2207/4824,additional
10979176,0,H,H04,H04L,H04L1/0042,inventional
10979176,1,H,H04,H04L,H04L1/0061,inventional
10979176,2,H,H04,H04L,H04L1/08,inventional
10979176,3,H,H04,H04L,H04L25/03343,inventional
10979176,4,H,H04,H04L,H04L25/49,inventional
10979176,5,H,H04,H04L,H04L2001/0094,additional
10891775,0,G,G06,G06T,G06T15/04,inventional
10891775,1,G,G06,G06F,G06F16/9024,inventional
10891775,2,G,G06,G06F,G06F30/20,inventional
10891775,3,G,G06,G06T,G06T15/005,inventional
10891775,4,G,G06,G06T,G06T15/506,inventional
10891783,0,G,G06,G06T,G06T15/60,inventional
10891783,1,G,G06,G06T,G06T15/06,inventional
10891783,2,G,G06,G06T,G06T15/80,inventional
10891783,3,G,G06,G06T,G06T19/20,inventional
10891783,4,G,G06,G06T,G06T2215/12,additional
10891783,5,G,G06,G06T,G06T2219/2012,additional
10979744,0,H,H04,H04N,H04N21/234381,inventional
10979744,1,H,H04,H04N,H04N19/172,inventional
10979744,2,H,H04,H04N,H04N21/23805,inventional
10979744,3,H,H04,H04N,H04N21/25825,inventional
10979744,4,H,H04,H04N,H04N21/2662,inventional
10979744,5,H,H04,H04N,H04N21/4325,inventional
10979744,6,H,H04,H04N,H04N21/44209,inventional
10979744,7,H,H04,H04N,H04N21/4424,inventional
10979744,8,H,H04,H04N,H04N21/4621,inventional
10979744,9,H,H04,H04N,H04N21/4781,inventional
10979744,10,H,H04,H04N,H04N21/6373,inventional
10979744,11,H,H04,H04N,H04N21/6582,inventional
10979744,12,H,H04,H04N,H04N19/146,additional
11351463,0,A,A63,A63F,A63F13/77,inventional
11351463,1,A,A63,A63F,A63F13/323,inventional
11212073,0,H,H04,H04L,H04L7/0062,inventional
11212073,1,H,H04,H04L,H04L7/0331,inventional
11212073,2,H,H04,H04L,H04L7/0058,inventional
11212073,3,H,H04,H04L,H04L25/03057,inventional
11212073,4,H,H04,H04L,H04L2025/03369,additional
11256528,0,G,G06,G06F,G06F9/452,inventional
11256528,1,G,G06,G06F,G06F3/0482,inventional
11256528,2,G,G06,G06F,G06F3/0484,inventional
11256528,3,H,H04,H04L,H04L65/612,inventional
11256528,4,H,H04,H04L,H04L65/70,inventional
11256528,5,H,H04,H04L,H04L65/764,inventional
11256528,6,G,G06,G06F,G06F2203/04804,additional
11256568,0,G,G06,G06F,G06F11/1076,inventional
11256568,1,G,G06,G06F,G06F3/0619,inventional
11256568,2,G,G06,G06F,G06F3/064,inventional
11256568,3,G,G06,G06F,G06F3/0673,inventional
11256568,4,G,G06,G06F,G06F11/1044,inventional
11256835,0,G,G06,G06F,G06F30/20,inventional
11256835,1,G,G06,G06F,G06F2111/10,additional
11212539,0,H,H04,H04N,H04N19/182,inventional
11212539,1,G,G06,G06N,G06N3/02,inventional
11212539,2,G,G06,G06T,G06T7/11,inventional
11212539,3,H,H04,H04N,H04N1/413,inventional
11212539,4,H,H04,H04N,H04N1/64,inventional
11212539,5,H,H04,H04N,H04N19/186,inventional
11212539,6,H,H04,H04N,H04N19/33,inventional
11212539,7,H,H04,H04N,H04N23/85,inventional
11256961,0,G,G06,G06V,G06V10/82,inventional
11256961,1,G,G06,G06F,G06F18/217,inventional
11256961,2,G,G06,G06N,G06N3/04,inventional
11256961,3,G,G06,G06N,G06N3/045,inventional
11256961,4,G,G06,G06N,G06N3/08,inventional
11256961,5,G,G06,G06N,G06N3/084,inventional
11256961,6,G,G06,G06T,G06T7/11,inventional
11256961,7,G,G06,G06T,G06T2200/28,additional
11256961,8,G,G06,G06T,G06T2207/10024,additional
11256961,9,G,G06,G06T,G06T2207/20081,additional
11256961,10,G,G06,G06T,G06T2207/20084,additional
11257253,0,G,G06,G06T,G06T9/00,inventional
11257253,1,G,G06,G06T,G06T11/203,inventional
11257253,2,G,G06,G06T,G06T1/20,inventional
11257253,3,G,G06,G06T,G06T9/20,inventional
11257253,4,G,G06,G06T,G06T15/005,inventional
11257253,5,G,G06,G06T,G06T17/10,inventional
11257253,6,G,G06,G06T,G06T17/205,inventional
11212943,0,H,H05,H05K,H05K7/20254,inventional
11212943,1,H,H05,H05K,H05K7/20781,inventional
11212943,2,H,H05,H05K,H05K7/14,inventional
11120609,0,G,G06,G06T,G06T15/06,inventional
11120609,1,G,G06,G06T,G06T11/40,inventional
11120609,2,G,G06,G06T,G06T15/205,inventional
11120609,3,G,G06,G06T,G06T15/503,inventional
11120609,4,H,H04,H04N,H04N19/132,inventional
11120609,5,H,H04,H04N,H04N19/182,inventional
11120609,6,H,H04,H04N,H04N19/513,inventional
11169779,0,G,G06,G06F,G06F7/501,inventional
11169779,1,G,G06,G06F,G06F7/575,inventional
11169779,2,G,G06,G06F,G06F9/3001,inventional
11169779,3,G,G06,G06F,G06F9/30029,inventional
11169779,4,G,G06,G06F,G06F7/509,additional
11169779,5,G,G06,G06F,G06F7/5318,additional
11169779,6,G,G06,G06F,G06F7/5338,additional
11169779,7,H,H03,H03K,H03K19/215,additional
11169858,0,A,A63,A63F,A63F13/355,inventional
11169858,1,G,G06,G06F,G06F9/5077,inventional
11169858,2,A,A63,A63F,A63F13/352,inventional
11169858,3,A,A63,A63F,A63F13/358,inventional
11169858,4,A,A63,A63F,A63F13/48,inventional
11169858,5,A,A63,A63F,A63F13/49,inventional
11169858,6,G,G06,G06F,G06F9/4881,inventional
11169858,7,A,A63,A63F,A63F2300/535,additional
11169858,8,A,A63,A63F,A63F2300/636,additional
11353589,0,G,G01,G01S,G01S17/89,inventional
11353589,1,G,G01,G01S,G01S7/003,inventional
11353589,2,G,G01,G01S,G01S7/4802,inventional
11353589,3,G,G01,G01S,G01S7/4808,inventional
11353589,4,G,G01,G01S,G01S17/58,inventional
11353589,5,G,G01,G01S,G01S17/86,inventional
11353589,6,G,G01,G01S,G01S17/931,inventional
11353589,7,G,G05,G05D,G05D1/00,inventional
11353589,8,G,G01,G01S,G01S17/42,additional
11170263,0,G,G06,G06F,G06F7/483,inventional
11170263,1,G,G06,G06F,G06F7/49936,inventional
11170263,2,G,G06,G06F,G06F9/3885,inventional
11170263,3,G,G06,G06F,G06F18/15,inventional
11170263,4,G,G06,G06F,G06F18/2148,inventional
11170263,5,G,G06,G06F,G06F18/2193,inventional
11170263,6,G,G06,G06F,G06F18/2413,inventional
11170263,7,G,G06,G06N,G06N3/045,inventional
11170263,8,G,G06,G06N,G06N3/048,inventional
11170263,9,G,G06,G06N,G06N3/08,inventional
11170263,10,G,G06,G06N,G06N3/084,inventional
11170263,11,G,G06,G06V,G06V10/764,inventional
11170263,12,G,G06,G06V,G06V10/82,inventional
11170263,13,G,G06,G06V,G06V10/955,inventional
11079434,0,G,G01,G01R,G01R31/3187,inventional
11079434,1,G,G01,G01R,G01R31/3177,inventional
11079434,2,G,G01,G01R,G01R31/318597,inventional
11079434,3,G,G01,G01R,G01R31/31917,inventional
11079434,4,G,G06,G06F,G06F13/1668,inventional
11079434,5,G,G06,G06Q,G06Q10/087,inventional
11079434,6,G,G11,G11C,G11C29/16,inventional
11079434,7,G,G11,G11C,G11C2029/2602,additional
11170299,0,G,G06,G06N,G06N3/08,inventional
11170299,1,B,B60,B60W,B60W30/14,inventional
11170299,2,B,B60,B60W,B60W60/0011,inventional
11170299,3,G,G06,G06F,G06F18/2155,inventional
11170299,4,G,G06,G06F,G06F18/23213,inventional
11170299,5,G,G06,G06N,G06N3/042,inventional
11170299,6,G,G06,G06V,G06V10/763,inventional
11170299,7,G,G06,G06V,G06V20/56,inventional
11170299,8,G,G06,G06N,G06N3/045,additional
11214273,0,B,B60,B60W,B60W50/045,inventional
11214273,1,B,B60,B60W,B60W10/04,inventional
11214273,2,B,B60,B60W,B60W10/18,inventional
11214273,3,B,B60,B60W,B60W10/20,inventional
11214273,4,B,B60,B60W,B60W50/023,inventional
11214273,5,G,G05,G05D,G05D1/0077,inventional
11214273,6,G,G05,G05D,G05D1/0088,inventional
11214273,7,G,G06,G06F,G06F11/1487,inventional
11214273,8,G,G06,G06F,G06F11/1641,inventional
11214273,9,G,G06,G06F,G06F11/182,inventional
11214273,10,G,G06,G06F,G06F11/188,inventional
11214273,11,G,G06,G06F,G06F11/2023,inventional
11214273,12,B,B60,B60W,B60W2050/0006,additional
11214273,13,B,B60,B60W,B60W2050/0043,additional
11214273,14,B,B60,B60W,B60W2050/0075,additional
11214273,15,G,G06,G06F,G06F2201/805,additional
11170471,0,G,G06,G06V,G06V20/635,inventional
11170471,1,A,A63,A63F,A63F13/53,inventional
11170471,2,G,G06,G06T,G06T3/4007,inventional
11170471,3,G,G06,G06V,G06V20/41,inventional
11170471,4,G,G06,G06V,G06V20/46,inventional
11170471,5,G,G06,G06V,G06V30/153,inventional
11170471,6,G,G06,G06V,G06V20/44,additional
11170566,0,G,G06,G06T,G06T11/40,inventional
11170566,1,G,G06,G06T,G06T15/83,inventional
11170566,2,G,G06,G06T,G06T1/60,inventional
11170566,3,G,G06,G06T,G06T15/005,inventional
11170566,4,G,G06,G06T,G06T15/205,inventional
11030968,0,G,G09,G09G,G09G3/3674,inventional
11030968,1,G,G09,G09G,G09G3/3677,inventional
11030968,2,G,G09,G09G,G09G2310/0213,additional
11030968,3,G,G09,G09G,G09G2310/0221,additional
11030968,4,G,G09,G09G,G09G2310/0286,additional
11030968,5,G,G09,G09G,G09G2320/0252,additional
11079764,0,G,G05,G05D,G05D1/0214,inventional
11030968,6,G,G09,G09G,G09G2360/12,additional
11079764,1,B,B60,B60W,B60W30/09,inventional
11030968,7,G,G09,G09G,G09G2360/18,additional
11079764,2,B,B60,B60W,B60W30/095,inventional
11079764,3,G,G05,G05D,G05D1/0221,inventional
11079764,4,G,G05,G05D,G05D1/0223,inventional
11079764,5,G,G05,G05D,G05D1/0231,inventional
11079764,6,G,G05,G05D,G05D1/0242,inventional
11079764,7,G,G05,G05D,G05D1/0255,inventional
11079764,8,G,G05,G05D,G05D1/0257,inventional
11079764,9,G,G05,G05D,G05D1/027,inventional
11079764,10,G,G05,G05D,G05D1/0278,inventional
11079764,11,G,G05,G05D,G05D1/0289,inventional
11079764,12,G,G05,G05D,G05D1/0891,inventional
11079764,13,G,G05,G05D,G05D1/245,inventional
11079764,14,G,G05,G05D,G05D1/247,inventional
11079764,15,G,G05,G05D,G05D1/248,inventional
11079764,16,G,G05,G05D,G05D1/617,inventional
11079764,17,G,G05,G05D,G05D1/65,inventional
11079764,18,G,G05,G05D,G05D1/693,inventional
11079764,19,G,G06,G06N,G06N3/08,inventional
11079764,20,B,B60,B60W,B60W2520/06,additional
11079764,21,B,B60,B60W,B60W2520/10,additional
11079764,22,B,B60,B60W,B60W2520/14,additional
11079764,23,B,B60,B60W,B60W2520/16,additional
11079764,24,B,B60,B60W,B60W2520/18,additional
11079764,25,B,B60,B60W,B60W2554/00,additional
11170740,0,G,G09,G09G,G09G5/37,inventional
11170740,1,G,G09,G09G,G09G5/393,additional
11170740,2,G,G09,G09G,G09G5/395,additional
11170740,3,G,G09,G09G,G09G2320/10,additional
11170740,4,G,G09,G09G,G09G2320/106,additional
11170740,5,G,G09,G09G,G09G2340/0435,additional
11170740,6,G,G09,G09G,G09G2354/00,additional
11080051,0,G,G06,G06F,G06F9/30043,inventional
11080051,1,G,G06,G06F,G06F9/3009,inventional
11080051,2,G,G06,G06F,G06F9/321,inventional
11080051,3,G,G06,G06F,G06F9/3838,inventional
11080051,4,G,G06,G06F,G06F9/3871,inventional
11080051,5,G,G06,G06F,G06F9/522,inventional
11080051,6,G,G06,G06F,G06F9/542,inventional
11080051,7,G,G06,G06F,G06F9/544,inventional
11080051,8,G,G06,G06F,G06F9/546,inventional
11080051,9,G,G06,G06F,G06F12/0808,inventional
11080051,10,G,G06,G06F,G06F12/0888,inventional
11080051,11,G,G06,G06F,G06F9/3004,additional
11080051,12,G,G06,G06F,G06F2212/621,additional
11080111,0,G,G06,G06F,G06F9/461,inventional
11080111,1,G,G06,G06F,G06F9/544,inventional
11080111,2,G,G06,G06F,G06F9/44526,inventional
11080111,3,G,G06,G06F,G06F9/4881,inventional
11080111,4,G,G06,G06F,G06F8/41,additional
11354847,0,G,G06,G06T,G06T15/04,inventional
11354847,1,G,G06,G06T,G06T7/251,inventional
11354847,2,G,G06,G06T,G06T7/579,inventional
11354847,3,G,G06,G06T,G06T7/70,inventional
11354847,4,G,G06,G06T,G06T15/20,inventional
11354847,5,G,G06,G06T,G06T17/20,inventional
11354847,6,G,G06,G06T,G06T2200/08,additional
11354847,7,G,G06,G06T,G06T2207/10016,additional
11354847,8,G,G06,G06T,G06T2207/20081,additional
11354847,9,G,G06,G06T,G06T2207/20084,additional
11354847,10,G,G06,G06T,G06T2207/30244,additional
11080590,0,G,G06,G06N,G06N3/063,inventional
11080590,1,G,G01,G01S,G01S7/417,inventional
11080590,2,G,G01,G01S,G01S13/862,inventional
11080590,3,G,G01,G01S,G01S13/865,inventional
11080590,4,G,G01,G01S,G01S13/867,inventional
11080590,5,G,G01,G01S,G01S13/931,inventional
